ihale_id,ihale_no,ihale_tipi,oim,obm,cografi_bolge,teminat_orani,parti_no,urun_adi,urun_turu,agac_turu,sinif,boy_kodu,cap_kodu,katilimci_sayisi,parti_durum,boy,adet,miktar_birim,miktar_m3_hesap,muhammen_birim_fiyat,teminat_tutari,toplam_muhammen_hesap,detay_durum,kaynak_link,ust_bilgi_durumu,kayit_tarihi,guncelleme_id
204288,3970,Açık Artırmalı Satış,GÖRDES OİM,İZMİR OBM,Ege,%3.00,24,İbreli Dikili Ağaç,Dikili Ağaç,İbreli,,,,0,Açık Artırmada Satılmayı Bekliyor,-,9264,m³ 1210.052,1210.044,1500.0,54452.0,1815066.67,,https://esatis.ogm.gov.tr/ihaleler/204288/partiler/24/istifler,Tam,2026-06-14 11:27:37,20260614_112731
204286,3969,Açık Artırmalı Satış,AKHİSAR OİM,,,%3.00,160,Meşe Lif Yonga Odunu,Lif Yonga,Meşe,,,,0,Açık Artırmada Satılmayı Bekliyor,0,0,Ster 113.000,113.002,1610.0,5458.0,181933.33,,https://esatis.ogm.gov.tr/ihaleler/204286/partiler/160/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:27:56,20260614_112731
204286,3969,Açık Artırmalı Satış,AKHİSAR OİM,,,%3.00,189,Meşe Lif Yonga Odunu,Lif Yonga,Meşe,,,,0,Açık Artırmada Satılmayı Bekliyor,0,0,Ster 54.000,53.996,1610.0,2608.0,86933.33,,https://esatis.ogm.gov.tr/ihaleler/204286/partiler/189/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:27:58,20260614_112731
204286,3969,Açık Artırmalı Satış,AKHİSAR OİM,,,%3.00,222,Meşe Lif Yonga Odunu,Lif Yonga,Meşe,,,,0,Açık Artırmada Satılmayı Bekliyor,0,0,Ster 48.000,47.992,1610.0,2318.0,77266.67,,https://esatis.ogm.gov.tr/ihaleler/204286/partiler/222/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:28:03,20260614_112731
204286,3969,Açık Artırmalı Satış,AKHİSAR OİM,,,%3.00,223,Meşe Lif Yonga Odunu,Lif Yonga,Meşe,,,,0,Açık Artırmada Satılmayı Bekliyor,0,0,Ster 267.000,266.998,1610.0,12896.0,429866.67,,https://esatis.ogm.gov.tr/ihaleler/204286/partiler/223/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:28:05,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,321,2.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,2. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3.5-4,30,m³ 23.707,23.707,5800.0,4125.0,137500.0,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/321/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:28:35,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,322,2.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,2. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3-3.5-4,67,m³ 42.089,42.086,5800.0,7323.0,244100.0,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/322/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:28:37,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,323,2.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,2. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3,31,m³ 15.965,15.966,5800.0,2778.0,92600.0,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/323/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:28:40,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,324,2.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,2. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3.5-4,50,m³ 30.348,30.351,5800.0,5281.0,176033.33,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/324/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:28:43,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,325,2.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,2. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,4,30,m³ 21.090,21.092,5800.0,3670.0,122333.33,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/325/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:28:45,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,326,2.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,2. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3,30,m³ 24.795,24.793,5800.0,4314.0,143800.0,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/326/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:28:48,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,327,2.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,2. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3-3.1-3.5,57,m³ 47.674,47.672,5800.0,8295.0,276500.0,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/327/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:28:51,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,328,3.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,2.5-3-3.5-4,88,m³ 26.800,26.799,4800.0,3859.0,128633.33,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/328/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:28:53,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,329,3.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3,43,m³ 26.405,26.403,4800.0,3802.0,126733.33,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/329/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:28:56,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,330,3.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3-3.5-4,70,m³ 26.295,26.292,4800.0,3786.0,126200.0,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/330/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:28:59,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,331,3.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3.5-4-4.3,121,m³ 45.713,45.715,4800.0,6583.0,219433.33,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/331/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:01,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,332,3.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3.5-3.6-3.7-3.9-4-4.5,153,m³ 58.694,58.694,4800.0,8452.0,281733.33,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/332/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:04,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,333,3.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3,18,m³ 19.174,19.174,4800.0,2761.0,92033.33,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/333/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:06,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,334,3.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,2.7-2.8-2.9-3-3.1-3.2-3.4,150,m³ 49.894,49.896,4800.0,7185.0,239500.0,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/334/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:09,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,335,3.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3-3.2-3.3-3.4-3.5-3.7-4,49,m³ 50.684,50.681,4800.0,7298.0,243266.67,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/335/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:12,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,336,3.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,2.7-2.9-3-3.3,98,m³ 35.172,35.174,4800.0,5065.0,168833.33,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/336/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:14,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,337,3.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3.5-3.8-3.9-4-4.1-4.2-4.5,109,m³ 50.175,50.174,4800.0,7225.0,240833.33,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/337/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:17,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,338,3.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3-3.1,57,m³ 54.578,54.576,4800.0,7859.0,261966.67,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/338/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:20,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,339,3.Sn.Nb.Kl.Sapsız Meşe Tomruk,Tomruk,Meşe,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3-3.2-3.4-3.7,136,m³ 49.122,49.126,3850.0,5674.0,189133.33,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/339/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:22,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,340,3.Sn.Nb.İn. Kayın Tomruk,Tomruk,Kayın,3. Sınıf,Normal Boy,İnce,0,Açık Artırmada Satılmayı Bekliyor,3.2-3.5-3.7-3.8-3.9-4-4.3-4.5,167,m³ 32.397,32.395,4300.0,4179.0,139300.0,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/340/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:25,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,341,3.Sn.Nb.İn. Göknar Tomruk,Tomruk,Göknar,3. Sınıf,Normal Boy,İnce,0,Açık Artırmada Satılmayı Bekliyor,3.5-4-4.5-5,202,m³ 46.049,46.051,3900.0,5388.0,179600.0,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/341/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:28,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,342,3.Sn.Nb.İn. Kayın Tomruk,Tomruk,Kayın,3. Sınıf,Normal Boy,İnce,0,Açık Artırmada Satılmayı Bekliyor,3-3.5,113,m³ 19.432,19.434,4300.0,2507.0,83566.67,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/342/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:30,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,343,3.Sn.Kb.Kl. Kayın Tomruk,Tomruk,Kayın,3. Sınıf,Kısa Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,2-2.5,4,m³ 5.624,5.621,4400.0,742.0,24733.33,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/343/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:33,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,344,3.Sn.Kb.Kl. Kayın Tomruk,Tomruk,Kayın,3. Sınıf,Kısa Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,2-2.2-2.4-2.5-2.8-2.9,51,m³ 13.293,13.295,4400.0,1755.0,58500.0,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/344/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:36,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,345,3.Sn.Kb.Kl. Kayın Tomruk,Tomruk,Kayın,3. Sınıf,Kısa Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,1.5-1.9-2-2.1-2.2-2.4-2.5-2.6-2.7-2.8-2.9,72,m³ 20.241,20.242,4400.0,2672.0,89066.67,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/345/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:38,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,346,3.Sn.Nb.Kl. Kayın Tomruk,Tomruk,Kayın,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,2.5-3-3.5-4,57,m³ 48.367,48.368,4800.0,6965.0,232166.67,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/346/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:41,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,347,Kayın Kağıtlık Odun (M3),Kağıtlık Odun,Kayın,,,,0,Açık Artırmada Satılmayı Bekliyor,2.6-3-3.1,99,m³ 50.042,50.042,3200.0,4804.0,160133.33,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/347/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:43,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,348,Kayın Kağıtlık Odun (M3),Kağıtlık Odun,Kayın,,,,0,Açık Artırmada Satılmayı Bekliyor,1.5-2.3-2.4-2.5-2.6-2.7-2.8-2.9-3-3.1-3.2,125,m³ 27.282,27.281,3200.0,2619.0,87300.0,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/348/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:46,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,349,Kayın Kağıtlık Odun (M3),Kağıtlık Odun,Kayın,,,,0,Açık Artırmada Satılmayı Bekliyor,2.5-3-4,167,m³ 47.082,47.083,3200.0,4520.0,150666.67,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/349/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:50,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,350,Kayın Kağıtlık Odun (M3),Kağıtlık Odun,Kayın,,,,0,Açık Artırmada Satılmayı Bekliyor,1.9-2-2.4-2.5-2.6-2.7-2.8-2.9-3-3.2-3.3-3.4,235,m³ 40.847,40.844,3200.0,3921.0,130700.0,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/350/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:53,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,351,Kayın Kağıtlık Odun (M3),Kağıtlık Odun,Kayın,,,,0,Açık Artırmada Satılmayı Bekliyor,3-3.2-3.3-3.5-3.6-3.7-4-4.1-4.2-4.3-4.4-4.5,162,m³ 41.501,41.5,3200.0,3984.0,132800.0,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/351/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:56,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,352,Sapsız Meşe Kağıtlık Odun (M3),Kağıtlık Odun,Meşe,,,,0,Açık Artırmada Satılmayı Bekliyor,2.4-2.5-2.6-2.7-2.8-2.9-3-3.1-3.2-3.5,116,m³ 27.532,27.531,3200.0,2643.0,88100.0,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/352/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:29:59,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,353,Sapsız Meşe Kağıtlık Odun (M3),Kağıtlık Odun,Meşe,,,,0,Açık Artırmada Satılmayı Bekliyor,3-3.3-3.5-3.6-3.7-3.8-4-4.4-4.5,125,m³ 33.313,33.312,3200.0,3198.0,106600.0,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/353/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:30:02,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,354,Sapsız Meşe Kağıtlık Odun (M3),Kağıtlık Odun,Meşe,,,,0,Açık Artırmada Satılmayı Bekliyor,3-3.3-3.4-3.5-3.6-3.7-3.8-3.9-4-4.4-4.5-4.7,143,m³ 37.645,37.646,3200.0,3614.0,120466.67,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/354/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:30:05,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,355,Sapsız Meşe Kağıtlık Odun (M3),Kağıtlık Odun,Meşe,,,,0,Açık Artırmada Satılmayı Bekliyor,1.8-2-2.1-2.2-2.3-2.5-2.6-3-3.1-3.2-3.3,148,m³ 35.687,35.688,3200.0,3426.0,114200.0,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/355/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:30:07,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,356,Sapsız Meşe Kağıtlık Odun (M3),Kağıtlık Odun,Meşe,,,,0,Açık Artırmada Satılmayı Bekliyor,1.8-1.9-2-2.1-2.2-2.3-2.4-2.5-2.6-2.7-3,97,m³ 20.393,20.396,3200.0,1958.0,65266.67,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/356/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:30:10,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,357,Kavak Kağıtlık Odun (M3),Kağıtlık Odun,Kavak,,,,0,Açık Artırmada Satılmayı Bekliyor,3-3.5-4,21,m³ 9.416,9.417,3200.0,904.0,30133.33,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/357/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:30:12,20260614_112731
204284,3968,Açık Artırmalı Satış,AKYAZI OİM,,,%3.00,358,Kestane Kağıtlık Odun (M3),Kağıtlık Odun,Kestane,,,,0,Açık Artırmada Satılmayı Bekliyor,2-2.5-3-3.5-4,21,m³ 5.462,5.458,3200.0,524.0,17466.67,,https://esatis.ogm.gov.tr/ihaleler/204284/partiler/358/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:30:15,20260614_112731
204283,3967,Açık Artırmalı Satış,GÖRDES OİM,İZMİR OBM,Ege,%3.00,20,İbreli Dikili Ağaç,Dikili Ağaç,İbreli,,,,0,Açık Artırmada Satılmayı Bekliyor,-,712,m³ 269.134,269.141,1940.0,15664.0,522133.33,,https://esatis.ogm.gov.tr/ihaleler/204283/partiler/20/istifler,Tam,2026-06-14 11:30:22,20260614_112731
204283,3967,Açık Artırmalı Satış,GÖRDES OİM,İZMİR OBM,Ege,%3.00,21,İbreli Dikili Ağaç,Dikili Ağaç,İbreli,,,,0,Açık Artırmada Satılmayı Bekliyor,-,759,m³ 271.111,271.119,1400.0,11387.0,379566.67,,https://esatis.ogm.gov.tr/ihaleler/204283/partiler/21/istifler,Tam,2026-06-14 11:30:24,20260614_112731
204283,3967,Açık Artırmalı Satış,GÖRDES OİM,İZMİR OBM,Ege,%3.00,22,İbreli Dikili Ağaç,Dikili Ağaç,İbreli,,,,0,Açık Artırmada Satılmayı Bekliyor,-,1002,m³ 340.447,340.438,1600.0,16341.0,544700.0,,https://esatis.ogm.gov.tr/ihaleler/204283/partiler/22/istifler,Tam,2026-06-14 11:30:27,20260614_112731
204283,3967,Açık Artırmalı Satış,GÖRDES OİM,İZMİR OBM,Ege,%3.00,23,İbreli Dikili Ağaç,Dikili Ağaç,İbreli,,,,0,Açık Artırmada Satılmayı Bekliyor,-,672,m³ 285.137,285.132,1890.0,16167.0,538900.0,,https://esatis.ogm.gov.tr/ihaleler/204283/partiler/23/istifler,Tam,2026-06-14 11:30:30,20260614_112731
204282,3966,Açık Artırmalı Satış,TAVŞANLI OİM,,,%3.00,548,3.Sn.Nb.Kl. Kızılçam Tomruk,Tomruk,Kızılçam,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3,232,m³ 66.156,66.153,4150.0,8236.0,274533.33,,https://esatis.ogm.gov.tr/ihaleler/204282/partiler/548/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:30:38,20260614_112731
204282,3966,Açık Artırmalı Satış,TAVŞANLI OİM,,,%3.00,549,3.Sn.Nb.Kl. Kızılçam Tomruk,Tomruk,Kızılçam,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3,190,m³ 58.427,58.426,4150.0,7274.0,242466.67,,https://esatis.ogm.gov.tr/ihaleler/204282/partiler/549/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:30:40,20260614_112731
204282,3966,Açık Artırmalı Satış,TAVŞANLI OİM,,,%3.00,550,3.Sn.Nb.Kl. Kızılçam Tomruk,Tomruk,Kızılçam,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3-4,117,m³ 46.143,46.145,4150.0,5745.0,191500.0,,https://esatis.ogm.gov.tr/ihaleler/204282/partiler/550/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:30:43,20260614_112731
204282,3966,Açık Artırmalı Satış,TAVŞANLI OİM,,,%3.00,551,3.Sn.Nb.Kl. Kızılçam Tomruk,Tomruk,Kızılçam,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3,114,m³ 32.745,32.747,4150.0,4077.0,135900.0,,https://esatis.ogm.gov.tr/ihaleler/204282/partiler/551/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:30:46,20260614_112731
204282,3966,Açık Artırmalı Satış,TAVŞANLI OİM,,,%3.00,552,3.Sn.Nb.Kl. Kızılçam Tomruk,Tomruk,Kızılçam,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3,263,m³ 80.380,80.378,4150.0,10007.0,333566.67,,https://esatis.ogm.gov.tr/ihaleler/204282/partiler/552/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:30:49,20260614_112731
204282,3966,Açık Artırmalı Satış,TAVŞANLI OİM,,,%3.00,553,3.Sn.Nb.Kl. Kızılçam Tomruk,Tomruk,Kızılçam,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3,314,m³ 94.457,94.458,4150.0,11760.0,392000.0,,https://esatis.ogm.gov.tr/ihaleler/204282/partiler/553/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:30:52,20260614_112731
204282,3966,Açık Artırmalı Satış,TAVŞANLI OİM,,,%3.00,554,3.Sn.Nb.Kl. Kızılçam Tomruk,Tomruk,Kızılçam,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3,257,m³ 70.394,70.394,4150.0,8764.0,292133.33,,https://esatis.ogm.gov.tr/ihaleler/204282/partiler/554/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:30:54,20260614_112731
204282,3966,Açık Artırmalı Satış,TAVŞANLI OİM,,,%3.00,555,3.Sn.Nb.Kl. Kızılçam Tomruk,Tomruk,Kızılçam,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3,224,m³ 62.934,62.932,4150.0,7835.0,261166.67,,https://esatis.ogm.gov.tr/ihaleler/204282/partiler/555/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:30:57,20260614_112731
204282,3966,Açık Artırmalı Satış,TAVŞANLI OİM,,,%3.00,556,3.Sn.Nb.Kl. Kızılçam Tomruk,Tomruk,Kızılçam,3. Sınıf,Normal Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,3,234,m³ 69.339,69.341,4150.0,8633.0,287766.67,,https://esatis.ogm.gov.tr/ihaleler/204282/partiler/556/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:31:00,20260614_112731
204282,3966,Açık Artırmalı Satış,TAVŞANLI OİM,,,%3.00,557,3.Sn.Nb.İn. Kızılçam Tomruk,Tomruk,Kızılçam,3. Sınıf,Normal Boy,İnce,0,Açık Artırmada Satılmayı Bekliyor,2.5-3-4,439,m³ 67.214,67.218,4050.0,8167.0,272233.33,,https://esatis.ogm.gov.tr/ihaleler/204282/partiler/557/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:31:03,20260614_112731
204282,3966,Açık Artırmalı Satış,TAVŞANLI OİM,,,%3.00,558,3.Sn.Nb.İn. Kızılçam Tomruk,Tomruk,Kızılçam,3. Sınıf,Normal Boy,İnce,0,Açık Artırmada Satılmayı Bekliyor,2-2.5-3,350,m³ 52.461,52.461,4050.0,6374.0,212466.67,,https://esatis.ogm.gov.tr/ihaleler/204282/partiler/558/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:31:06,20260614_112731
204282,3966,Açık Artırmalı Satış,TAVŞANLI OİM,,,%3.00,559,3.Sn.Nb.İn. Kızılçam Tomruk,Tomruk,Kızılçam,3. Sınıf,Normal Boy,İnce,0,Açık Artırmada Satılmayı Bekliyor,3,352,m³ 54.569,54.568,4050.0,6630.0,221000.0,,https://esatis.ogm.gov.tr/ihaleler/204282/partiler/559/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:31:09,20260614_112731
204282,3966,Açık Artırmalı Satış,TAVŞANLI OİM,,,%3.00,560,3.Sn.Nb.İn. Kızılçam Tomruk,Tomruk,Kızılçam,3. Sınıf,Normal Boy,İnce,0,Açık Artırmada Satılmayı Bekliyor,1.25-3,441,m³ 63.814,63.811,4050.0,7753.0,258433.33,,https://esatis.ogm.gov.tr/ihaleler/204282/partiler/560/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:31:12,20260614_112731
204282,3966,Açık Artırmalı Satış,TAVŞANLI OİM,,,%3.00,561,3.Sn.Ub.Kl. Karaçam Tomruk,Tomruk,Karaçam,3. Sınıf,Uzun Boy,Kalın,0,Açık Artırmada Satılmayı Bekliyor,6,62,m³ 29.899,29.899,4600.0,4126.0,137533.33,,https://esatis.ogm.gov.tr/ihaleler/204282/partiler/561/istifler,Kısmi - OBM kaynakta yok,2026-06-14 11:31:14,20260614_112731
